Sindicato,Convenção,Título da Cláusula,Resumo,Cláusula Completa
SINDICATO NÃO IDENTIFICADO,CONVENÇÃO COLETIVA 2025/2026,OITAVA - ABONO DE SOBREAVISO,"Aos empregados que ficarem à disposição da empresa, mediante escala de sobreaviso, fica assegurada a remuneração correspondente à 1/3 (um terço) do...","Aos empregados que ficarem à disposição da empresa, mediante escala de sobreaviso, fica assegurada a remuneração correspondente à 1/3 (um terço) do salário contratual. Quando chamado, registra-se o ponto, e cessa-se a remuneração do plantão e as horas trabalhadas devem ser pagas ou compensadas. Outras disposições sobre jornada"
SINDICATO NÃO IDENTIFICADO,CONVENÇÃO COLETIVA 2025/2026,NONA - AMAMENTAÇÃO,"Durante o período de aleitamento materno, assim compreendido até que a criança complete 6 (seis) meses de idade, as empresas concederão à empregada 2...","Durante o período de aleitamento materno, assim compreendido até que a criança complete 6 (seis) meses de idade, as empresas concederão à empregada 2 (dois) intervalos de 30 (trinta) minutos cada um, podendo ser cumulativos"
SINDICATO NÃO IDENTIFICADO,CONVENÇÃO COLETIVA 2025/2026,BANCO DE HORAS,"Fica mantido nas Categorias (Econômica e Profissional), até 30/04/2026 o regime de compensação de horas de trabalho, denominado BANCO DE HORAS, na...","Fica mantido nas Categorias (Econômica e Profissional), até 30/04/2026 o regime de compensação de horas de trabalho, denominado BANCO DE HORAS, na forma do que dispõem os parágrafos 2º e 3º do artigo 59, da CLT, com a redação dada pelo artigo 6º, da Lei n.º 9.601 de 21 de janeiro de 1998, Dec. n.º2.490, de 04 de fevereiro de 1998 e, nos termos do inciso XIII, do artigo 7º, da CF/88. Parágrafo Primeiro: Pelo sistema retro adotado, as Empresas poderão exigir labor em dias normais de trabalho até uma jornada de 10 (dez) horas ou 12 (doze) horas para aqueles de escalas 12 x 36 ou 6 x 12, mediante a compensação em outros dias, afastado o respeito ao intervalo do artigo 66, da CLT. Parágrafo Segundo: As horas trabalhadas em prorrogação de jornada para fins de compensação, no regime de Banco de Horas, não se caracterizam como horas extraordinárias e, sobre elas não incidirão qualquer adicional, salvo nas hipóteses disciplinadas adiante. Parágrafo Terceiro: O sistema do BANCO DE HORAS poderá ser aplicado, tanto para antecipação de horas de trabalho, com liberação posterior, quanto para liberação de horas com reposição posterior. O saldo credor de horas de cada trabalhador poderá ser compensado da seguinte forma: folgas adicionais seguidas ao período de férias, folgas coletivas, a critério da empresa; folgas individuais, negociadas de comum acordo entre o empregado e sua supervisão. Ainda, a critério da empresa, o empregado mesmo que não tenha saldo credor de horas, poderá ter folgas coletivas ou individuais, com o correspondente débito no Banco de Horas, para posterior compensação. Parágrafo Quarto: Em qualquer das situações acima, fica estabelecido que: a) no cálculo de compensação, para cada hora trabalhada em prorrogação de jornada de trabalho, será computada como 1 (uma) hora de liberação; b) a compensação ocorrerá no prazo da vigência desta convenção coletiva; c) o banco de horas será estabelecido pelo prazo de doze meses, contados na vigência desta Convenção Coletiva, iniciando-se em 01/05/2025 e encerrando-se em 30/04/2026. d) ao realizar o encerramento, havendo saldo positivo de horas, o pagamento será efetuado na folha de competência de abril de 2026, pagos até o 5º dia útil de maio, com o acréscimo de horas extras conforme a Clausula 12 desta CCT. e) ao realizar o encerramento, havendo saldo negativo de horas, as mesmas serão descontadas de forma simples. Parágrafo Quinto: Faculta-se a estipulação de outra modalidade de fechamento do Banco de Horas, o que deverá ocorrer mediante Acordo Coletivo de Trabalho. Parágrafo Sexto: a) Na hipótese de rescisão do contrato de trabalho sem justa causa pelo empregador, sem que tenha havido a compensação integral das horas trabalhadas, será feito o confronto entre as horas compensadas e as prorrogadas. Havendo crédito a favor do trabalhador, este fará jus ao pagamento das horas devidas como extraordinárias, com o adicional previsto na cláusula da CCT aplicável às categorias aqui envolvidas, ao preço vigente por ocasião da rescisão contratual.; b) No caso de pedido de demissão pelo empregado, eventuais horas não compensadas pelo mesmo, serão descontadas de forma simples quando da rescisão contratual. Parágrafo Sétimo - Os colaboradores que prestam serviços nas jornadas de 6 x 12 ou 12 x 36, poderão antecipar ou postergar o trabalho nos feriados de Natal e Ano Novo, de forma que possam fruir com seus familiares tais datas, de acordo com a escala que será formalizada pelo empregador. Tal prática não acarreta em nulidade dos bancos de horas ou outros acordos de compensação. Parágrafo Oitavo: O período de férias do trabalhador não poderá ser utilizado para compensação de banco de horas. Parágrafo Nono: As empresas deverão manter quadro de débito ou crédito do saldo de horas, e fornecer a cada 60 (sessenta) dias, extratos desse saldo mediante solicitação dos trabalhadores. Os extratos poderão ser substituídos por lançamento do saldo no cartão ponto mensal ou disponibilização por meio eletrônico. Parágrafo Décimo: Aqueles empregados que apresentarem débito de horas no Banco, quando convocados pela empresa com antecedência mínima de 48 (quarenta e oito) horas, e se negarem ao cumprimento da escala, sofrerão desconto no salário mensal do número de horas correspondentes e o consequente número de horas no Banco, porque pagas. E também o trabalhador quando precisar ocupar o banco de horas, deverá comunicar por escrito a empresa com 72 horas de antecedência, desde que não seja final para a semana subsequente, sendo que a mesma após notificação deverá conceder as horas ao trabalhador, se não o fizer deverá justificar o mesmo por escrito. Parágrafo Décimo Primeiro: A adoção do sistema de flexibilização de jornada de trabalho não descaracteriza o acordo de compensação de jornada, consoante ali definido pelas entidades sindicais. Parágrafo Décimo Segundo: O Sindicato obreiro reconhece o alvará sanitário como documento hábil à comprovação da regularidade do ambiente de trabalho, sendo d"
SINDICATO NÃO IDENTIFICADO,CONVENÇÃO COLETIVA 2025/2026,PRIMEIRA - FÉRIAS E PROPORCIONAIS,"A concessão de férias poderá ocorrer em TRÊS períodos, sendo que um deles não poderá ser inferior a 14 dias, e os demais não poderão ser inferiores a...","A concessão de férias poderá ocorrer em TRÊS períodos, sendo que um deles não poderá ser inferior a 14 dias, e os demais não poderão ser inferiores a 5 dias corridos cada um, inclusive para menores de 18 anos e maiores de 50 anos. No caso de jornada de 12x36, o início das férias deverá coincidir com aquele de escala de trabalho, exceto em sábados, domingos e feriados. Parágrafo Primeiro: Nos casos de pedido de demissão, o empregado que possuir 30 (trinta) dias ou mais de serviço e menos de 01 (um) ano fará jus ao recebimento das férias proporcionais. Parágrafo Segundo: Sugere-se aos empregadores a elaboração de escala de férias, ressalvando a possibilidade de cancelamento da programação por parte da empresa, diante de situações emergenciais. Parágrafo Terceiro: Sempre que as férias forem concedidas após o período legal a empresa deverá pagá-las em dobro, conforme o artigo 137, da CLT. Parágrafo Quarto: Após cada período de 12 (doze) meses de vigência do contrato de trabalho, o empregado terá direito a férias, proporcionando as mesmas em caso de faltas injustificadas, conforme Art. 130 e 133 CLT. Remuneração de Férias"
SINDICATO NÃO IDENTIFICADO,CONVENÇÃO COLETIVA 2025/2026,SEGUNDA - GRATIFICAÇÃO DE FÉRIAS,"Fica assegurada uma gratificação em valor equivalente a 1/3 (um terço) da remuneração, que será paga aos empregados por ocasião da concessão das...","Fica assegurada uma gratificação em valor equivalente a 1/3 (um terço) da remuneração, que será paga aos empregados por ocasião da concessão das férias, nos termos da Constituição Federal. Parágrafo Primeiro: Fica acordado que os empregadores efetuarão o pagamento das férias 02 (dois) dias antes do início da mesma. Parágrafo Segundo: Fica acordado que a empresa que optar por férias coletivas deverá estabelecer o mínimo de 10 (dez) dias consecutivos. Outras disposições sobre férias e licenças"
SINDICATO NÃO IDENTIFICADO,CONVENÇÃO COLETIVA 2025/2026,TERCEIRA - ABONO LICENÇA PRÊMIO,"Fará jus a licença abaixo, paga na forma de abono, o empregado que, na vigência desta Convenção, completar 03 (três), 06 (seis), 09 (nove), 12...","Fará jus a licença abaixo, paga na forma de abono, o empregado que, na vigência desta Convenção, completar 03 (três), 06 (seis), 09 (nove), 12 (doze), 15 (quinze), 18 (dezoito), 21 (vinte e um), 24 (vinte e quatro), 27 (vinte e sete), 30 (trinta) anos e 33 (trinta e três) anos de efetivo trabalho na mesma empresa, ressalvado os períodos de afastamentos previstos na"
SINDICATO NÃO IDENTIFICADO,CONVENÇÃO COLETIVA 2025/2026,"da presente CCT, além da licença maternidade, e respeitando os limites","estabelecidos quanto aos dias de fruição em face de faltas injustificadas e de entrega de atestados médicos, odontológicos e psiquiátricos de acordo...","estabelecidos quanto aos dias de fruição em face de faltas injustificadas e de entrega de atestados médicos, odontológicos e psiquiátricos de acordo com a tabela abaixo: Dias de Atestados e Faltas Injustificadas em um período de 03 anos Número em dias de Atestados /Faltas Injustificadas Dias de fruição 0-10 dias 8 11-20 dias 7 21-30 dias 6 31-40 dias 5 41 dias em diante 0 Parágrafo Primeiro: A falta de concessão da licença prêmio pelo empregador, ensejará no pagamento da mesma em folha de pagamento como abono, conforme precisão do artigo 457, Parágrafo 2º da CLT. Parágrafo Segundo: O abono quando indenizada na rescisão será pelo valor da remuneração (salário bruto). Parágrafo Terceiro: O abono poderá ser revertido em pecúnio a critério do empregador. Paragrafo Quarto – Não terá direito ao abono o empregado que, no curso do período aquisitivo da mesma, se afastar pelo INSS ou por licença não remunerada em período superior a 41 dias. Iniciando um novo período aquisitivo somente no início do próximo período de três anos, conforme descritos no caput, sempre utilizando como referência a data da admissão."
SINDICATO NÃO IDENTIFICADO,CONVENÇÃO COLETIVA 2025/2026,QUARTA - FERIADOS,"Fica garantido o pagamento ou folga do trabalho nos dias de feriados da zero hora às vinte e quatro horas, excetuando-se os casos da jornada 12X36.","Fica garantido o pagamento ou folga do trabalho nos dias de feriados da zero hora às vinte e quatro horas, excetuando-se os casos da jornada 12X36."
SINDICATO NÃO IDENTIFICADO,CONVENÇÃO COLETIVA 2025/2026,QUINTA - AUSÊNCIAS LEGAIS,"As ausências legais a que aludem os incisos II, III e IV, do artigo 473, da CLT, respeitados os critérios mais vantajosos, devem ser concedidas nos...","As ausências legais a que aludem os incisos II, III e IV, do artigo 473, da CLT, respeitados os critérios mais vantajosos, devem ser concedidas nos seguintes termos: a) - 5 (cinco) dias consecutivos, em caso de casamento; b) - 5 (cinco) dias consecutivos, no caso de nascimento de filho, no decorrer da primeira semana, para os empregados do sexo masculino; c) - 5 (cinco) dias consecutivos, no caso de falecimento de pai, mãe, irmãos, filhos ou cônjuge, ou de pessoa declarada em CTPS, como dependente econômico ou parceiros com relacionamento estável, com comprovação posterior do fato ocorrido; d) - 02 (dois) dias consecutivos, no caso de falecimento de sogro, sogra, avó, avô, neto e neta; bisavô e bisavó e) – 01 (um) dia no caso de falecimento de genro e nora."
SINDICATO NÃO IDENTIFICADO,CONVENÇÃO COLETIVA 2025/2026,SEXTA - FOLGA NO ANIVERSÁRIO,Fica ajustado que os membros da categoria profissional terão direito a usufruir de uma folga pelo seu aniversário.,"Fica ajustado que os membros da categoria profissional terão direito a usufruir de uma folga pelo seu aniversário. O gozo poderá ser concedido em até 30 dias antes ou 60 dias após a data, impreterivelmente. Saúde e Segurança do Trabalhador Uniforme"
SINDICATO NÃO IDENTIFICADO,CONVENÇÃO COLETIVA 2025/2026,SÉTIMA - UNIFORMES,"Desde que exigidos pelos empregadores, estes fornecerão gratuitamente, até 02 (dois) uniformes por ano, segundo os padrões da empresa, os quais,...","Desde que exigidos pelos empregadores, estes fornecerão gratuitamente, até 02 (dois) uniformes por ano, segundo os padrões da empresa, os quais, deverão ser devolvidos quando da rescisão contratual, sob pena de desconto de seu valor. O valor a ser descontado será o histórico de compra, reduzido o desgaste natural de utilização. CIPA – composição, eleição, atribuições, garantias aos cipeiros"
SINDICATO NÃO IDENTIFICADO,CONVENÇÃO COLETIVA 2025/2026,OITAVA - CIPAS,"As empresas se obrigam a constituir, durante a vigência desta Convenção, Comissões Internas de Prevenção de Acidentes - CIPAS, na forma da lei e,...","As empresas se obrigam a constituir, durante a vigência desta Convenção, Comissões Internas de Prevenção de Acidentes - CIPAS, na forma da lei e, deverá a empresa comunicar por escrito no prazo de 10 (dez) dias úteis após a realização das eleições, a lista dos eleitos (titulares e suplentes), mediante protocolo junto ao Sindicato Laboral. Exames Médicos"
SINDICATO NÃO IDENTIFICADO,CONVENÇÃO COLETIVA 2025/2026,NONA - EXAMES DE SAÚDE,"Os exames realizados quando da admissão, demissão e outros determinados por lei, serão os constantes em PCMSO (Programa de Controle Médico de Saúde...","Os exames realizados quando da admissão, demissão e outros determinados por lei, serão os constantes em PCMSO (Programa de Controle Médico de Saúde Ocupacional). Aceitação de Atestados Médicos"
SINDICATO NÃO IDENTIFICADO,CONVENÇÃO COLETIVA 2025/2026,ATESTADOS MÉDICOS E ODONTOLÓGICOS,"Os atestados médicos fornecidos por profissional credenciado pela Previdência Social, e os odontológicos de urgência, serão bastante para a...","Os atestados médicos fornecidos por profissional credenciado pela Previdência Social, e os odontológicos de urgência, serão bastante para a justificação da ausência no trabalho, salvo, se a empresa possuir médico do trabalho contratado, o qual poderá examinar o trabalhador e emitir laudo conclusivo, o qual prevalecerá. Parágrafo Primeiro: O empregador aceitara o atestado de acompanhante em caso de internamento hospitalar do filho de até 14 (quatorze) anos de idade, filhos inválidos de qualquer idade e, ainda, idosos sob sua dependência econômica, devidamente comprovados pela carteira de trabalho ou declaração de imposto de renda com limite de 15 (quinze) dias por ano. Parágrafo Segundo: O acompanhamento deverá ser realizado preferencialmente pela mãe, e quando for feito este acompanhamento pelo pai ou tutor legal, este terá que trazer além do atestado de acompanhante assinado pelo médico que assistiu o menor, também uma declaração da instituição hospitalar na qual o menor foi internado constando os dias que o pai ou tutor legal acompanhou o menor, assim será aceito o atestado de acompanhante para o pai ou tutor somente dos dias em que ele realmente esteve acompanhando o menor. Parágrafo Terceiro: Considera-se para efeito desta clausula, o dia de ocorrência do fato como início da contagem do prazo. Parágrafo Quarto: O empregado que necessitar ficar afastado de suas atividades por motivo de doença deverá comunicar imediatamente à empresa, apresentado em no prazo de até 72(setenta e duas horas) horas do início do afastamento, comprovação através de atestado médico. Parágrafo Quinto - O empregador que dispuser do serviço médico, próprio ou em convênio, terá a seu cargo o exame médico e o abono das faltas correspondentes ao período dos 15 (quinze) primeiros dias, somente devendo encaminhar o segurado à perícia médica da Previdência Social quando a incapacidade ultrapassar 15 (quinze) dias. Parágrafo Sexto: Mediante atestado, se entende como falta justificada 1 (um) dia por ano para acompanhar filho de até 6 (seis) anos em consulta médica, e de 2 (dois) dias por ano ao trabalhador celetista para acompanhar exames complementares ou consultas de esposa ou companheira gestante. Relações Sindicais Liberação de Empregados para Atividades Sindicais"
SINDICATO NÃO IDENTIFICADO,CONVENÇÃO COLETIVA 2025/2026,PRIMEIRA - REPRESENTAÇÃO SINDICAL,"Para a representação da entidade e participação em encontros, palestras, reuniões, assembleias, congressos, cursos e outras promoções sindicais, ou...","Para a representação da entidade e participação em encontros, palestras, reuniões, assembleias, congressos, cursos e outras promoções sindicais, ou de organismos oficiais, poderão ser indicados pelo Sindicato Profissional, e com anuência da empresa, até 2 (dois) empregados por estabelecimento, no limite de 12 (doze) dias/ano, cabendo ao indicado no regresso, a prova de participação no evento e recebimento das despesas junto ao Sindicato que o indicou. Parágrafo Primeiro: Na vigência da presente convenção o presidente do sindicato profissional terá um abono de 05 (cinco) dias/ano, para tratar da representação sindical, mediante comunicação prévia ao empregador. Parágrafo Segundo: Fica acordado que na data em que a entidade sindical profissional realizar eleiçõespara nova composição de sua diretoria e conselho fiscal, os componentes das chapas concorrentes na referida eleição serão liberados pelo empregador nos dias das eleições, sem quaisquer descontos referentes a estes dias da realização das eleições. Parágrafo Terceiro: Também a empresa disponibilizará no dia das eleições um lugar apropriado para a coleta dos votos e facilitará o acesso aos associados à entidade sindical para exercer o seu voto. Contribuições Sindicais"
SINDICATO NÃO IDENTIFICADO,CONVENÇÃO COLETIVA 2025/2026,SEGUNDA - AUTORIZAÇÃO DE DESCONTO DE MENSALIDADE,"As empresas efetuarão descontos em folha de pagamento, no valor de 1,5% do salário base, inclusive no mês das férias e Licença maternidade de todos...","As empresas efetuarão descontos em folha de pagamento, no valor de 1,5% do salário base, inclusive no mês das férias e Licença maternidade de todos os trabalhadores, desde que o mesmo seja filiado ao Sindicato profissional, em favor deste referente às mensalidades sindicais na forma do art. 545 da CLT, devendo recolhê- las um dia após o pagamento dos empregados, mediante pagamento diretamente no sindicato profissional por depósito ou bloqueto bancário nas contas do sindicato profissional , por depósito ou boleto bancário nas contas do sindicato profissional, SINTERPAR- Banco Caixa Econômica Federal, Agência 0369, Conta-Corrente 5348-3, CNPJ SINTERPAR 77.167.252.0001/34 devendo a empresa apresentar na tesouraria do mesmo, a listagem dos sócios acompanhada dos valores dos respectivos descontos e do xérox do comprovante de depósito ou boleto bancário ou no email sintecra@sinterpar.com.br. Parágrafo Único: A empresa que atrasar o recolhimento pagará multa de 0,30% (zero virgula trinta por cento) ao dia ressalvado à impossibilidade causal que será justificada pela empresa."
SINDICATO NÃO IDENTIFICADO,CONVENÇÃO COLETIVA 2025/2026,TERCEIRA - TAXA DE REVERSÃO ASSISTENCIAL,"As empresas descontarão na folha de pagamento do mês de competência de agosto de 2025, o percentual de 1,5% do salário base, de todos os empregados...","As empresas descontarão na folha de pagamento do mês de competência de agosto de 2025, o percentual de 1,5% do salário base, de todos os empregados abrangidos pela presente CCT. Parágrafo Primeiro: Os valores serão recolhidos diretamente na entidade de classe ou junto à tesouraria ou deposito bancario em favor de SINTERPAR- Banco Caixa Econômica Federal, Agência 0369, Conta-Corrente 5348-3, CNPJ 77.167.252.0001/34. Parágrafo Segundo: As empresas deverão encaminhar ao Sinterpar uma relação contendo o nome do empregado, o valor de seu salário base e o desconto efetuado através do email sintecra@sinterpar.com.br. Parágrafo Terceiro: O recolhimento da aludida contribuição efetuada fora do prazo estipulado no parágrafo primeiro, acarretará à empresa o acréscimo de multa no importe de 0,30% (zero vírgula trinta por cento), ao dia de atraso, limitada a 2% (dois por cento), acrescida dos juros legais. Parágrafo Quarto: Para o empregado admitido na vigência desta convenção a empresa deverá recolher a taxa de reversão salarial e a contribuição sindical, descontando-os na folha de pagamento do segundo mês subsequente à admissão, desde que estes recolhimentos não tenham sido efetuados anteriormente."
SINDICATO NÃO IDENTIFICADO,CONVENÇÃO COLETIVA 2025/2026,QUARTA - TAXA DE CONTRIBUIÇÃO ASSOCIATIVA - EMPREGADOR,"As empresas pagarão a Contribuição Associativa 2025, nos termos fixados pelo Conselho de Representantes da Federação dos Hospitais e Estabelecimentos...","As empresas pagarão a Contribuição Associativa 2025, nos termos fixados pelo Conselho de Representantes da Federação dos Hospitais e Estabelecimentos de Serviços de Saúde no Estado do Paraná – FEHOSPAR, como segue na tabela abaixo: TABELA DA CONTRIBUIÇÃO ASSOCIATIVA REFERENTE AO EXERCÍCIO DE 2025 VALOR PARA VALOR ANUAL PAGTO À VISTA NÚMERO DE VALOR DE CADA ENQUADRAMENTO DA ATÉ 31/01/2024 PARCELAS PARCELA CONTRIBUIÇÃO COM 5% DE DESCONTO Hospitais até 09 leitos R$ 8.732,00 12 R$ 727,67 R$ 8.295,40 Hospitais 10 até 49 leitos R$ 11.643,00 12 R$ 970,25 R$ 11.060,25 Hospitais de 50 até 99 leitos R$ 14.553,00 12 R$ 1.212,75 R$ 13.825,35 Hospitais de 100 até 149 leitos R$ 17.464,00 12 R$ 1.466,33 R$ 16.590,80 Hospitais acima de 149 leitos R$ 21.830,00 12 R$ 1.819,17 R$ 20,738,50 Demais Estabelecimentos de R$ 1.059,00 12 R$ 88,25 R$ 1006,05 Saúde até 03 empregados Demais Estabelecimentos de R$ 2.547,00 12 R$ 212,25 R$ 2.419,65 Saúde de 04 até 10 empregados Demais Estabelecimentos de R$ 4.002,00 12 R$ 333,50 R$ 3.801,90 Saúde de 11 até 20 empregados Demais Estabelecimentos de R$ 5.822,00 12 R$ 485,17 R$ 5.530,90 Saúde de 21 até 30 empregados Demais Estabelecimentos de R$ 8.732,00 12 R$ 727,67 R$ 8.295,40 Saúde de 31 até 100 empregados Demais Estabelecimentos de R$ 11.643,00 12 R$ 970,25 R$ 11.060,85 Saúde acima de 100 empregados Observação: Clínicas com leitos equivalem a hospitais. *Vide Paragrafo Terceiro Parágrafo Primeiro: O pagamento deverá ser realizado através de Boleto Bancário emitido pela FEHOSPAR, devendo ser preenchido conforme enquadramento da empresa. Parágrafo Segundo: O Sindicato Patronal e/ou FEHOSPAR poderão realizar a cobrança judicial dos inadimplentes relativamente aos valores disciplinados. Parágrafo Terceiro: A presente contribuição se inicia no mês de janeiro de 2025, com termino em dezembro de 2025. A partir de janeiro de 2026, as empresas serão comunicadas sobre eventual novo valor, bem como o recebimento de boletos para o pagamento."
SINDICATO NÃO IDENTIFICADO,CONVENÇÃO COLETIVA 2025/2026,QUINTA - TAXA DE REVERSÃO PATRONAL,"Para todas as empresas abrangidas por esta Convenção e na vigência desta, de acordo com a decisão soberana da Assembleia Geral do Sindicato dos...","Para todas as empresas abrangidas por esta Convenção e na vigência desta, de acordo com a decisão soberana da Assembleia Geral do Sindicato dos Hospitais e Estabelecimentos de Serviços de Saúde Maringá e Região, e com esteio no art. 513, letra e, da CLT, fica mantida a Taxa de Reversão Patronal, que se sujeitarão todas as aludidas empresas e que se constitui na obrigatoriedade de recolhimento em favor do Sindicato dos Hospitais e Estabelecimentos de Serviços de Saúde Maringá e Região SHESSMAR, nos termos do previsto nesta cláusula. As empresas que vierem a se constituir durante a vigência desta convenção, também pagarão a contribuição em apreço, tomando-se por época de recolhimento o mês de sua constituição. Parágrafo Primeiro: A empresa recolherá a Taxa de Reversão Patronal de que trata esta cláusula, levando-se em conta a folha de pagamento do mês de junho de 2025 em seu valor bruto, conforme a tabela a seguir: Porcentagem de cálculo da folha de Número de colaboradores pagamento 01 a 10 4% 11 a 50 3% 51 a 100 2% 101 a 500 1% Acima de 500 0,5% Paragrafo Segundo: Se o valor calculado ultrapassar R$ 300,00 a empresa poderá recolher a Taxa de Reversão Patronal de que trata esta cláusula, dividido em 02 (duas) parcelas, se assim preferir com vencimento em 15/07/2025 e 15/08/2025. Em caso de pagamento em parcela única, o vencimento será em 15/07/2025. Paragrafo Terceiro: O recolhimento deverá ser efetuado através de boleto bancário emitido pelo SHESSMAR, o qual deverá ser solicitado: e-mail: sindicato.contato@wnet.com.br , whatssapp 44 99888-8834 e telefone: 44 3224-8931, podendo também ser retirada diretamente na sede do Sindicato pelos interessados. Paragrafo Quarto: As parcelas em atraso serão acrescidas de multa de 2 % (dois por cento), além de atualização monetária pelo INPC-IBGE e aplicação de juros de mora de 1% (um por cento) ao mês desde a data do vencimento. Direito de Oposição ao Desconto de Contribuições Sindicais"
SINDICATO NÃO IDENTIFICADO,CONVENÇÃO COLETIVA 2025/2026,SEXTA - DIREITO DE OPOSIÇÃO Á TAXA DE REVERSÃO SINDICAL,Em cumprimento a Ordem de Serviço de Nº.,"Em cumprimento a Ordem de Serviço de Nº. 01 de 24 de Março de 2009, publicada no Boletim Administrativo de nº. 06-A de 26/03/2009, do Ministro do Trabalho e Emprego, fica assegurado aos “empregados não associados”, o DIREITO DE OPOSIÇÃO a “Taxa de Reversão Sindical Ou Assistencial”, prevista nesta CCT, que deverá fazê- lo no prazo de 10(dez) dias, a contar da data de transmissão no sistema mediador do Ministério do Trabalho da presente CCT. (a data se encontra no inicio dessa convenção coletiva) Parágrafo Único: O empregado não sindicalizado, que quiser exercer seu direito de oposição a taxa de reversão sindical ou assistencial deverá fazê-lo, através de carta a ser protocolada junto à secretaria do sindicato, ou enviada via “AR” aviso de recebimento via correio, dentro do prazo estabelecido no caput da presente cláusula. Serão consideradas válidas as cartas de oposição encaminhadas individualmente via correspondência com A.R. para Trav.Itararé nº 43, 2º andar sala 25, Centro/Curitiba-PR, CEP: 80.060.040, desde que cumpridos os requisitos e que a assinatura do empregado na carta seja reconhecida firma em cartório. Outras disposições sobre relação entre sindicato e empresa"
SINDICATO NÃO IDENTIFICADO,CONVENÇÃO COLETIVA 2025/2026,SÉTIMA - QUADRO DE AVISOS,"As empresas colocarão à disposição do sindicato, quadros de avisos para afixação de comunicados oficiais de interesse da categoria, inclusive folder...","As empresas colocarão à disposição do sindicato, quadros de avisos para afixação de comunicados oficiais de interesse da categoria, inclusive folder do Sindicato que serão encaminhados previamente ao setor competente da empresa, para os devidos fins, incumbindo-se este de sua afixação dentro das 24 (vinte quatro) horas posteriores ao recebimento. Não serão permitidas as matérias político-partidárias ou ofensivas a quem quer que seja. Disposições Gerais Descumprimento do Instrumento Coletivo"
SINDICATO NÃO IDENTIFICADO,CONVENÇÃO COLETIVA 2025/2026,OITAVA - MULTA CONVENCIONAL,"Pelo descumprimento de qualquer das cláusulas acordadas, neste instrumento coletivo e em obediência ao disposto no artigo 613, VIII, da CLT, o...","Pelo descumprimento de qualquer das cláusulas acordadas, neste instrumento coletivo e em obediência ao disposto no artigo 613, VIII, da CLT, o empregador fica sujeito à multa de R$ 500,00 (quinhentos reais), por ação, que deverá reverter em favor da parte prejudicada. Outras Disposições"
SINDICATO NÃO IDENTIFICADO,CONVENÇÃO COLETIVA 2025/2026,NONA - ACORDOS E ADITAMENTOS A CCT,"Os Sindicatos representativos das categorias econômicos e profissionais ou o Sindicato Profissional e as Empresas, poderão firmar, respectivamente,...","Os Sindicatos representativos das categorias econômicos e profissionais ou o Sindicato Profissional e as Empresas, poderão firmar, respectivamente, aditamentos a presente ou Acordos Individuais e/ou Coletivos de Trabalho, para especificar, restringir ou ampliar os direitos aqui estabelecidos, para rediscutir as cláusulas convencionais de acordo com a conveniência."
SINDICATO NÃO IDENTIFICADO,CONVENÇÃO COLETIVA 2025/2026,NEGOCIAÇÃO PERMANENTE,"As partes se comprometem a se reunirem, quando convocadas, de 04 (quatro) em 04 (quatro) meses, para reverem as cláusulas econômicas firmadas nesta...","As partes se comprometem a se reunirem, quando convocadas, de 04 (quatro) em 04 (quatro) meses, para reverem as cláusulas econômicas firmadas nesta Convenção Coletiva de Trabalho."
SINDICATO NÃO IDENTIFICADO,CONVENÇÃO COLETIVA 2025/2026,PRIMEIRA - AUSÊNCIA DE RECOLHIMENTO DO INSS. CRIME.,Alerta-se aos empregadores que se encontra em vigor a Lei 9.,"Alerta-se aos empregadores que se encontra em vigor a Lei 9.983/2000, que além das penalidades normais e multas, alterou o Código Penal e definiu como crime a ausência das contribuições ao INSS e de outros tributos."
SINDICATO NÃO IDENTIFICADO,CONVENÇÃO COLETIVA 2025/2026,SEGUNDA - LEGITIMIDADE,"O sindicato patronal reconhece no sindicato laboral legitimidade para realizar a presente negociação coletiva, bem como para atuar como substituto...","O sindicato patronal reconhece no sindicato laboral legitimidade para realizar a presente negociação coletiva, bem como para atuar como substituto processual em benefício dos seus associados e ajuizar ações de cumprimento em caso de inadimplemento das cláusulas econômicas."
SINDICATO NÃO IDENTIFICADO,CONVENÇÃO COLETIVA 2025/2026,TERCEIRA - FORO,Fica eleito o foro da Comarca de Maringá para fins de dirimir eventuais dúvidas originadas da presente Convenção Coletiva de Trabalho.,Fica eleito o foro da Comarca de Maringá para fins de dirimir eventuais dúvidas originadas da presente Convenção Coletiva de Trabalho. DAOUD NASSER Presidente em exercicio SINDICATO DOS HOSPITAIS E ESTABELECIMENTOS DE SERVICOS DE SA VAGNER CANDIDO DA SILVA Presidente SINDICATO DOS TECNICOS EM RADIOLOGIA DO PARANA.
